Product Name,Price,Rating,Reviews,Supported Apps,Operating System,Resolution,Sound System
BPL 4301 80 cm (32 inch) HD Ready LED Smart Android TV,"13,999",4.2,28 Ratings&1 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2019,NA
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
KODAK 7X Pro 98 cm (40 inch) Full HD LED Smart Android TV,"15,999",4.4,"9,400 Ratings&2,050 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2020,1 Year Warranty on Productand6 Months on Accessories
Samtonic 80 cm (32 inch) HD Ready LED Smart Linux TV with with HDMI & USB Ports (Black),"9,499",3.9,87 Ratings&9 Reviews,Operating System: Linux,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on Product & 6 Months on Accessories
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
SONY 80 cm (32 inch) HD Ready LED Smart Google TV,"28,500",4.1,12 Ratings&0 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Warranty
TOSHIBA M650MP 164 cm (65 inch) Ultra HD (4K) Mini LED Smart VIDAA TV with 49 W Dolby Vision and Atmos...,"62,999",4.2,302 Ratings&78 Reviews,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Comprehensive Warranty
SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV 2024 Model,"89,990",4.4,16 Ratings&0 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Lloyd 109 cm (43 inch) Full HD LED Smart WebOS TV,"24,000",3,3 Ratings&0 Reviews,Operating System: WebOS,Full HD 1920 x 1080 Pixels,Launch Year: 2023,1 Year Warranty on Product and 1 Year Additional Warranty on Panel
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
NU 80 cm (32 inch) HD Ready LED Smart WebOS TV,"11,099",4.1,121 Ratings&19 Reviews,Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2023,2 year warranty
"Daiwa 126 cm (50 inch) QLED Ultra HD (4K) Smart WebOS TV Bezelless design,and Dolby Audio","29,999",4.3,43 Ratings&11 Reviews,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 year Comprehensive Warranty on Product
Acer 163.9 cm (65 inch) QLED Ultra HD (4K) Smart Google TV,"69,999",4.1,"1,480 Ratings&161 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Years Comprehensive Warranty
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
"LEEMA 80 cm (32 inch) HD Ready LED Smart Android TV with 1GB+ 8GB, Powerful Audio 20W Tube Speakers, M...","8,310",3.8,63 Ratings&9 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2020,NA
skylive 80 cm (32 inch) HD Ready LED Smart Android Based TV with Skylive 80 cm (32 inches)Bezel-Less S...,"8,299",5,3 Ratings&0 Reviews,Operating System: Android Based,HD Ready 1920 x 1080 Pixels,Launch Year: 2024,12 months warranty provided by the manufacturer from date of purchase | (Contact Brand toll free number for assistance @ 011-79657664) Website www.skyliveindia.com
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
SAMSUNG 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"34,240",4.8,13 Ratings&1 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
Hisense E7K 126 cm (50 inch) QLED Ultra HD (4K) Smart VIDAA TV With Dolby Vision and Atmos,"30,999",4.3,"6,193 Ratings&915 Reviews",Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Comprehensive Warranty from on orders from 1st April 2024
KODAK CA Series 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Digital Plus & DTS TruSurroun...,"85,199",4.4,"23,294 Ratings&6,455 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Warranty on Product and 6 Months on Accessories
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
SAMSUNG Q60BAKL 163 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV,"94,990",4.4,707 Ratings&68 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
SAMSUNG Q60BAKL 108 cm (43 inch) QLED Ultra HD (4K) Smart Tizen TV,"51,990",4.4,707 Ratings&68 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
SAMSUNG Q60BAKL 125 cm (50 inch) QLED Ultra HD (4K) Smart Tizen TV,"56,999",4.4,707 Ratings&68 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Hyundai 140 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"97,990",4.2,53 Ratings&8 Reviews,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,NA
SAMSUNG 7 125 cm (50 inch) Ultra HD (4K) LED Smart Tizen TV,"49,490",4.9,8 Ratings&0 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Comprehensive Warranty on the Product
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
SAMSUNG 7 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"36,990",4.3,18 Ratings&0 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
SAMSUNG 138 cm (55 inch) Ultra HD (4K) LED Smart Tizen TV,"45,890",3.5,8 Ratings&0 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
SAMSUNG 80 cm (32 inch) HD Ready LED Smart Tizen TV,"19,500",4.5,31 Ratings&6 Reviews,Operating System: Tizen,HD Ready 1366 x 768 Pixels,Launch Year: 2022,"1 Year Complete Warranty on Product, 1 Year Warranty on Panel"
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Foxsky 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV,"39,999",3.7,179 Ratings&40 Reviews,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Manufacturer Warranty from SkyWall
SAMSUNG 80 cm (32 inch) HD Ready LED Linux based TV,"14,999",3.9,152 Ratings&5 Reviews,Operating System: Linux based,HD Ready 1366 x 768 Pixels,Launch Year: 2019,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
SAMSUNG The Frame 165.1 cm (65 inch) QLED Ultra HD (4K) Smart Tizen TV 2024 Model,"1,19,990",4,4 Ratings&1 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
SAMSUNG 7 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV,"33,990",4.2,19 Ratings&0 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Comprehensive Warranty on the Product
ONIDA 139 cm (55 inch) Ultra HD (4K) LED Smart VIDAA TV,"35,099",4.4,58 Ratings&14 Reviews,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on Product
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart Tizen TV with Quantum Processor Lite 4K | 100% Color...,"63,990",4.4,707 Ratings&68 Reviews,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 years comprehensive warranty on product (1 year standard warranty and 1 year extended warranty provided by the brand from the date of purchase)
Mi by Xiaomi 4X 138.8 cm (55 inch) Ultra HD (4K) LED Smart Android Based TV,"41,599",4.3,"1,26,886 Ratings&11,498 Reviews",Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2019,1 Year Warranty on Product and 2 Years Warranty on Panel OEM Warranty activation starts from the date of delivery
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Sansui 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio and DTS (Mystique Black),"27,303",4.2,"2,704 Ratings&241 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2020,1 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel
ONIDA 165 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Atmos Vision & HDR10,"54,960",4.3,162 Ratings&28 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"54,990",4.5,44 Ratings&4 Reviews,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2020,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase
Vu Premium 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"24,899",4.4,"27,094 Ratings&4,115 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2020,1 Year Domestic Warranty on the Product
"Hisense Tornado 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Built-in Soundbar, 25W Subwoof...","38,999",4.3,"7,372 Ratings&897 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Comprehensive Warranty
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"IMPEX 80 cm (32 inch) HD Ready LED Smart Linux TV with Game Mode , Child Lock","9,600",4,198 Ratings&9 Reviews,Operating System: Linux,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Warranty on Product
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
"Compaq 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 2GB RAM,Dolby Audio,WCG+,HDR 10,ESE","23,299",4.1,"4,471 Ratings&652 Reviews",Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on the Product
"Hisense Tornado 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 102W 6 Speakers, Dolby Vision ...","35,999",4.3,"7,372 Ratings&897 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,2 Years Comprehensive Warranty
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
realme 108 cm (43 inch) Full HD LED Smart Android TV with Android 11,"24,999",4.3,"2,19,892 Ratings&23,438 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2022,1 Year Domestic Warranty on Product and 2 Years on Panel
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Panasonic FX650 Series 108 cm (43 inch) Ultra HD (4K) LED Smart Linux based TV,"68,499",4.3,202 Ratings&25 Reviews,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2018,1 Year Warranty on the Product
LG 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"51,990",4.5,"3,155 Ratings&382 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2021,1 Year Product Warranty Applicable
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
Acer 80 cm (32 inch) HD Ready LED Smart Android TV with Android TV | 1.5GB RAM | 16GB Storage,"14,499",3.3,7 Ratings&0 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on the Product
LEEMA 80 cm (32 inch) HD Ready LED Smart Android TV with Wall Mount,"8,809",3.4,5 Ratings&0 Reviews,Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Comprehensive warranty + Extended year Warranty for Display Panel only
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV,"54,990",4.5,44 Ratings&4 Reviews,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2020,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is applicable on Panel/Module from the date of purchase
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
InnoQ Spectra 102 cm (40 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"11,490",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
"Acer H PRO Series 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with 76W PRO Speakers, Dolby Visi...","24,999",4.3,682 Ratings&99 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 2 Years Warranty on Panel
